study,session,pNo,condition,congruency,sessionOrder,a,v,t0_Ter
3,1,A2LI0QVPKA5CG8,deplete,incongruent,deplete-control,0.134,0.2114,0.5126
3,2,A2MW5S0XS0D5MN,control,congruent,deplete-control,0.1757,0.2291,0.4595
3,2,A2MW5S0XS0D5MN,control,incongruent,deplete-control,0.1347,0.1574,0.7276
3,1,A2MW5S0XS0D5MN,deplete,congruent,deplete-control,0.1754,0.2084,0.3834
3,1,A2MW5S0XS0D5MN,deplete,incongruent,deplete-control,0.1366,0.1701,0.6984
3,1,A2N2GFB33ZMYGF,control,congruent,control-deplete,0.1673,0.3264,0.4572
3,1,A2N2GFB33ZMYGF,control,incongruent,control-deplete,0.1266,0.2588,0.6574
3,2,A2N2GFB33ZMYGF,deplete,congruent,control-deplete,0.1581,0.3463,0.4774
3,2,A2N2GFB33ZMYGF,deplete,incongruent,control-deplete,0.1309,0.2988,0.6187
3,2,A2NLAKN6UQK125,control,congruent,deplete-control,0.1424,0.3356,0.5105
3,2,A2NLAKN6UQK125,control,incongruent,deplete-control,0.1148,0.2519,0.6138
3,1,A2NLAKN6UQK125,deplete,congruent,deplete-control,0.1382,0.3447,0.5133
3,1,A2NLAKN6UQK125,deplete,incongruent,deplete-control,0.1063,0.2683,0.6779
3,1,A2O68J7PBH42MA,control,congruent,control-deplete,0.1284,0.3169,0.4174
3,1,A2O68J7PBH42MA,control,incongruent,control-deplete,0.1312,0.3069,0.5049
3,2,A2O68J7PBH42MA,deplete,congruent,control-deplete,0.1249,0.2688,0.4979
3,2,A2O68J7PBH42MA,deplete,incongruent,control-deplete,0.108,0.2357,0.5416
3,1,A2ONILC0LZKG6Y,control,congruent,control-deplete,0.1007,0.4042,0.3305
3,1,A2ONILC0LZKG6Y,control,incongruent,control-deplete,0.1123,0.3535,0.3856
3,2,A2ONILC0LZKG6Y,deplete,congruent,control-deplete,0.1132,0.422,0.3108
3,2,A2ONILC0LZKG6Y,deplete,incongruent,control-deplete,0.1198,0.333,0.3413
3,1,A2OXTS31LD48BC,control,congruent,control-deplete,0.1181,0.3392,0.3225
3,1,A2OXTS31LD48BC,control,incongruent,control-deplete,0.0925,0.2489,0.3725
3,2,A2OXTS31LD48BC,deplete,congruent,control-deplete,0.1212,0.3935,0.3559
3,2,A2OXTS31LD48BC,deplete,incongruent,control-deplete,0.1032,0.2765,0.3575
3,2,A2PHBRRJSXBTEC,control,congruent,deplete-control,0.1257,0.3224,0.3806
3,2,A2PHBRRJSXBTEC,control,incongruent,deplete-control,0.1248,0.3224,0.3977
3,1,A2PHBRRJSXBTEC,deplete,congruent,deplete-control,0.1162,0.4684,0.4522
3,1,A2PHBRRJSXBTEC,deplete,incongruent,deplete-control,0.123,0.3148,0.4756
3,2,A2PUL3ZDXOW0VZ,control,congruent,deplete-control,0.1204,0.3029,0.4155
3,2,A2PUL3ZDXOW0VZ,control,incongruent,deplete-control,0.1249,0.2314,0.5158
3,1,A2PUL3ZDXOW0VZ,deplete,congruent,deplete-control,0.1111,0.367,0.4903
3,1,A2PUL3ZDXOW0VZ,deplete,incongruent,deplete-control,0.0933,0.2468,0.6313
3,1,A2PZTQJUNCG4WH,control,congruent,control-deplete,0.1454,0.3274,0.4208
3,1,A2PZTQJUNCG4WH,control,incongruent,control-deplete,0.1298,0.2916,0.5215
3,2,A2PZTQJUNCG4WH,deplete,congruent,control-deplete,0.1576,0.3006,0.4219
3,2,A2PZTQJUNCG4WH,deplete,incongruent,control-deplete,0.152,0.3111,0.4718
3,1,A2RHE12CJSKCRE,control,congruent,control-deplete,0.1112,0.3027,0.4121
3,1,A2RHE12CJSKCRE,control,incongruent,control-deplete,0.1521,0.3085,0.4354
3,2,A2RHE12CJSKCRE,deplete,congruent,control-deplete,0.1282,0.283,0.3877
3,2,A2RHE12CJSKCRE,deplete,incongruent,control-deplete,0.1362,0.2887,0.461
3,1,A2S7SSGYBNVX8H,control,congruent,control-deplete,0.1524,0.2187,0.3813
3,1,A2S7SSGYBNVX8H,control,incongruent,control-deplete,0.1187,0.1375,0.5255
3,2,A2S7SSGYBNVX8H,deplete,congruent,control-deplete,0.1215,0.2513,0.4087
3,2,A2S7SSGYBNVX8H,deplete,incongruent,control-deplete,0.1237,0.1264,0.4912
3,1,A2SRC38HIJ2X19,control,congruent,control-deplete,0.1219,0.4472,0.483
3,1,A2SRC38HIJ2X19,control,incongruent,control-deplete,0.1109,0.3492,0.5732
3,2,A2SRC38HIJ2X19,deplete,congruent,control-deplete,0.1259,0.4322,0.4595
3,2,A2SRC38HIJ2X19,deplete,incongruent,control-deplete,0.1249,0.3165,0.47
3,2,A2SWQM5X54P1O5,control,congruent,deplete-control,0.1172,0.3471,0.4238
3,2,A2SWQM5X54P1O5,control,incongruent,deplete-control,0.131,0.3016,0.5056
3,1,A2SWQM5X54P1O5,deplete,congruent,deplete-control,0.0958,0.3815,0.4033
3,1,A2SWQM5X54P1O5,deplete,incongruent,deplete-control,0.0904,0.2836,0.4755
3,2,A2UDVTFUNNM5TB,control,congruent,deplete-control,0.0969,0.2126,0.4855
3,2,A2UDVTFUNNM5TB,control,incongruent,deplete-control,0.113,0.1839,0.5591
3,1,A2UDVTFUNNM5TB,deplete,congruent,deplete-control,0.1179,0.2194,0.4088
3,1,A2UDVTFUNNM5TB,deplete,incongruent,deplete-control,0.1089,0.1695,0.5499
3,1,A2UEVVA7PBW8EL,control,congruent,control-deplete,0.1519,0.2562,0.3585
3,1,A2UEVVA7PBW8EL,control,incongruent,control-deplete,0.1273,0.2053,0.5054
3,2,A2UEVVA7PBW8EL,deplete,congruent,control-deplete,0.1124,0.2972,0.3952
3,2,A2UEVVA7PBW8EL,deplete,incongruent,control-deplete,0.1381,0.2888,0.4243
3,1,A2UEVVVQY6WTZA,control,congruent,control-deplete,0.1042,0.2481,0.4714
3,1,A2UEVVVQY6WTZA,control,incongruent,control-deplete,0.0963,0.184,0.5147
3,2,A2UEVVVQY6WTZA,deplete,congruent,control-deplete,0.1095,0.2831,0.4534
3,2,A2UEVVVQY6WTZA,deplete,incongruent,control-deplete,0.1008,0.2143,0.5062
3,2,A2UQ98FHANPPLW,control,congruent,deplete-control,0.1103,0.3307,0.3865
3,2,A2UQ98FHANPPLW,control,incongruent,deplete-control,0.0998,0.2346,0.4525
3,1,A2UQ98FHANPPLW,deplete,congruent,deplete-control,0.0958,0.2903,0.3928
3,1,A2UQ98FHANPPLW,deplete,incongruent,deplete-control,0.0942,0.2208,0.4132
3,2,A2VW2G52AKT86G,control,congruent,deplete-control,0.126,0.4345,0.3623
3,2,A2VW2G52AKT86G,control,incongruent,deplete-control,0.102,0.2457,0.4624
3,1,A2VW2G52AKT86G,deplete,congruent,deplete-control,0.1003,0.4059,0.4221
3,1,A2VW2G52AKT86G,deplete,incongruent,deplete-control,0.101,0.2541,0.4368
3,1,A2VYZ5AWTLAL0T,control,congruent,control-deplete,0.1081,0.3749,0.4116
3,1,A2VYZ5AWTLAL0T,control,incongruent,control-deplete,0.1043,0.2384,0.4364
3,2,A2VYZ5AWTLAL0T,deplete,congruent,control-deplete,0.122,0.4487,0.3828
3,2,A2VYZ5AWTLAL0T,deplete,incongruent,control-deplete,0.0847,0.2092,0.3908
3,2,A2W3I2GBGDB637,control,congruent,deplete-control,0.1217,0.3343,0.3085
3,2,A2W3I2GBGDB637,control,incongruent,deplete-control,0.1258,0.2635,0.3247
3,1,A2W3I2GBGDB637,deplete,congruent,deplete-control,0.1059,0.3172,0.349
3,1,A2W3I2GBGDB637,deplete,incongruent,deplete-control,0.1134,0.289,0.3551
3,2,A2W6ZONXFQE21T,control,congruent,deplete-control,0.1744,0.2314,0.4451
3,2,A2W6ZONXFQE21T,control,incongruent,deplete-control,0.1307,0.0976,0.7217
3,1,A2W6ZONXFQE21T,deplete,congruent,deplete-control,0.0932,0.2317,0.4088
3,1,A2W6ZONXFQE21T,deplete,incongruent,deplete-control,0.0906,0.0564,0.3497
3,1,A2WHC086WNUQNB,control,congruent,control-deplete,0.1933,0.2829,0.4023
3,1,A2WHC086WNUQNB,control,incongruent,control-deplete,0.1812,0.2241,0.5193
3,2,A2WHC086WNUQNB,deplete,congruent,control-deplete,0.1792,0.2251,0.3889
3,2,A2WHC086WNUQNB,deplete,incongruent,control-deplete,0.1454,0.2267,0.5644
3,2,A2WMLZ23Z4ZRIE,control,congruent,deplete-control,0.1175,0.4623,0.3824
3,2,A2WMLZ23Z4ZRIE,control,incongruent,deplete-control,0.1118,0.3533,0.4475
3,1,A2WMLZ23Z4ZRIE,deplete,congruent,deplete-control,0.1097,0.4355,0.3797
3,1,A2WMLZ23Z4ZRIE,deplete,incongruent,deplete-control,0.1108,0.36,0.476
3,1,A2XTK2B7R27RBG,control,congruent,control-deplete,0.1022,0.4668,0.4019
3,1,A2XTK2B7R27RBG,control,incongruent,control-deplete,0.0824,0.2719,0.4304
3,2,A2XTK2B7R27RBG,deplete,congruent,control-deplete,0.0871,0.4195,0.391
3,2,A2XTK2B7R27RBG,deplete,incongruent,control-deplete,0.0754,0.2103,0.4461
3,1,A2Y749J0XM6TIW,control,congruent,control-deplete,0.1338,0.3034,0.3882
3,1,A2Y749J0XM6TIW,control,incongruent,control-deplete,0.1012,0.2134,0.5147
3,2,A2Y749J0XM6TIW,deplete,congruent,control-deplete,0.1092,0.3315,0.4574
3,2,A2Y749J0XM6TIW,deplete,incongruent,control-deplete,0.11,0.2594,0.5513
3,1,A2Y9ZNZ0F24GHB,control,congruent,control-deplete,0.1259,0.3198,0.315
3,1,A2Y9ZNZ0F24GHB,control,incongruent,control-deplete,0.1201,0.1765,0.4049
3,2,A2Y9ZNZ0F24GHB,deplete,congruent,control-deplete,0.0974,0.3412,0.3622
3,2,A2Y9ZNZ0F24GHB,deplete,incongruent,control-deplete,0.0996,0.1799,0.4859
3,2,A2YQAE441JMA7V,control,congruent,deplete-control,0.1391,0.3412,0.427
3,2,A2YQAE441JMA7V,control,incongruent,deplete-control,0.14,0.2875,0.5906
3,1,A2YQAE441JMA7V,deplete,congruent,deplete-control,0.1705,0.3212,0.4377
3,1,A2YQAE441JMA7V,deplete,incongruent,deplete-control,0.1215,0.2409,0.6707
3,1,A2Z43TA0WZ0EG0,control,congruent,control-deplete,0.1706,0.2364,0.4389
3,1,A2Z43TA0WZ0EG0,control,incongruent,control-deplete,0.1338,0.1735,0.5006
3,2,A2Z43TA0WZ0EG0,deplete,congruent,control-deplete,0.1427,0.2013,0.4633
3,2,A2Z43TA0WZ0EG0,deplete,incongruent,control-deplete,0.145,0.1794,0.6416
3,2,A2ZUCKYJE4DPV7,control,congruent,deplete-control,0.107,-0.0063,0.3227
3,2,A2ZUCKYJE4DPV7,control,incongruent,deplete-control,0.1006,0.046,0.3679
3,1,A2ZUCKYJE4DPV7,deplete,congruent,deplete-control,0.0953,0.2982,0.4454
3,1,A2ZUCKYJE4DPV7,deplete,incongruent,deplete-control,0.0852,0.2284,0.4742
3,1,A30GPAEVFFIAIW,control,congruent,control-deplete,0.1269,0.3164,0.3691
3,1,A30GPAEVFFIAIW,control,incongruent,control-deplete,0.1144,0.1994,0.4705
3,2,A30GPAEVFFIAIW,deplete,congruent,control-deplete,0.1366,0.3985,0.3932
3,2,A30GPAEVFFIAIW,deplete,incongruent,control-deplete,0.0888,0.063,0.432
3,1,A30W987G9S6F0G,control,congruent,control-deplete,0.1845,0.2572,0.3807
3,1,A30W987G9S6F0G,control,incongruent,control-deplete,0.1654,0.1982,0.4348
3,2,A30W987G9S6F0G,deplete,congruent,control-deplete,0.1457,0.3256,0.3775
3,2,A30W987G9S6F0G,deplete,incongruent,control-deplete,0.1125,0.2585,0.4653
3,2,A346UAH34GVOZX,control,congruent,deplete-control,0.1046,0.521,0.4459
3,2,A346UAH34GVOZX,control,incongruent,deplete-control,0.1031,0.3904,0.4304
3,1,A346UAH34GVOZX,deplete,congruent,deplete-control,0.1019,0.468,0.4472
3,1,A346UAH34GVOZX,deplete,incongruent,deplete-control,0.0926,0.3598,0.4739
3,2,A34DR0CVUBDL1N,control,congruent,deplete-control,0.1064,0.4484,0.4777
3,2,A34DR0CVUBDL1N,control,incongruent,deplete-control,0.1004,0.2801,0.528
3,1,A34DR0CVUBDL1N,deplete,congruent,deplete-control,0.1244,0.4395,0.4446
3,1,A34DR0CVUBDL1N,deplete,incongruent,deplete-control,0.1144,0.3503,0.5102
3,2,A34UER5ZQ5APMB,control,congruent,deplete-control,0.1333,0.2175,0.4147
3,2,A34UER5ZQ5APMB,control,incongruent,deplete-control,0.1208,0.1611,0.4479
3,1,A34UER5ZQ5APMB,deplete,congruent,deplete-control,0.1121,0.3236,0.4039
3,1,A34UER5ZQ5APMB,deplete,incongruent,deplete-control,0.1057,0.1583,0.429
3,1,A353XKDTUX10NC,control,congruent,control-deplete,0.1911,0.2492,0.5381
3,1,A353XKDTUX10NC,control,incongruent,control-deplete,0.1441,0.1443,0.6521
3,2,A353XKDTUX10NC,deplete,congruent,control-deplete,0.1638,0.2912,0.47
3,2,A353XKDTUX10NC,deplete,incongruent,control-deplete,0.1284,0.1968,0.6211
3,1,A35UOR07SAT5IY,control,congruent,control-deplete,0.1483,0.3181,0.3486
3,1,A35UOR07SAT5IY,control,incongruent,control-deplete,0.1552,0.2605,0.3996
3,2,A35UOR07SAT5IY,deplete,congruent,control-deplete,0.1282,0.2626,0.3859
3,2,A35UOR07SAT5IY,deplete,incongruent,control-deplete,0.133,0.2479,0.4343
3,2,A3609GDWR2JCCA,control,congruent,deplete-control,0.1201,0.4558,0.3666
3,2,A3609GDWR2JCCA,control,incongruent,deplete-control,0.0962,0.2902,0.418
3,1,A3609GDWR2JCCA,deplete,congruent,deplete-control,0.1137,0.4205,0.3836
3,1,A3609GDWR2JCCA,deplete,incongruent,deplete-control,0.082,0.2159,0.4064
3,2,A36OS4XKUJF4NB,control,congruent,deplete-control,0.1313,0.2764,0.3948
3,2,A36OS4XKUJF4NB,control,incongruent,deplete-control,0.1141,0.1685,0.462
3,1,A36OS4XKUJF4NB,deplete,congruent,deplete-control,0.1382,0.2926,0.3996
3,1,A36OS4XKUJF4NB,deplete,incongruent,deplete-control,0.1106,0.1435,0.4834
3,2,A36OTYLX5AT2KM,control,congruent,deplete-control,0.1407,0.3353,0.4631
3,2,A36OTYLX5AT2KM,control,incongruent,deplete-control,0.127,0.2468,0.4826
3,1,A36OTYLX5AT2KM,deplete,congruent,deplete-control,0.1186,0.2763,0.421
3,1,A36OTYLX5AT2KM,deplete,incongruent,deplete-control,0.0937,0.186,0.5004
3,1,A375QMBFYKKU9W,control,congruent,control-deplete,0.1429,0.3808,0.4079
3,1,A375QMBFYKKU9W,control,incongruent,control-deplete,0.1096,0.1942,0.6815
3,2,A375QMBFYKKU9W,deplete,congruent,control-deplete,0.135,0.4045,0.4114
3,2,A375QMBFYKKU9W,deplete,incongruent,control-deplete,0.0922,0.214,0.6082
3,1,A37GZS4XOXI203,control,congruent,control-deplete,0.1097,0.3717,0.3808
3,1,A37GZS4XOXI203,control,incongruent,control-deplete,0.127,0.375,0.3937
3,2,A37GZS4XOXI203,deplete,congruent,control-deplete,0.1027,0.3961,0.3831
3,2,A37GZS4XOXI203,deplete,incongruent,control-deplete,0.0903,0.2593,0.4053
3,1,A38HV76MWKK0EY,control,congruent,control-deplete,0.1236,0.3286,0.4773
3,1,A38HV76MWKK0EY,control,incongruent,control-deplete,0.1167,0.2339,0.5603
3,2,A38HV76MWKK0EY,deplete,congruent,control-deplete,0.1444,0.2825,0.455
3,2,A38HV76MWKK0EY,deplete,incongruent,control-deplete,0.1373,0.2078,0.632
3,1,A38HYUTYWWREGH,control,congruent,control-deplete,0.1084,0.3211,0.7368
3,1,A38HYUTYWWREGH,control,incongruent,control-deplete,0.0871,0.1977,0.805
3,2,A38HYUTYWWREGH,deplete,congruent,control-deplete,0.1461,0.3669,0.7111
3,2,A38HYUTYWWREGH,deplete,incongruent,control-deplete,0.0982,0.253,0.8164
3,2,A38LEVBZ3P5F6T,control,congruent,deplete-control,0.1156,0.4738,0.3723
3,2,A38LEVBZ3P5F6T,control,incongruent,deplete-control,0.09,0.185,0.4374
3,1,A38LEVBZ3P5F6T,deplete,congruent,deplete-control,0.1322,0.4144,0.38
3,1,A38LEVBZ3P5F6T,deplete,incongruent,deplete-control,0.1322,0.2959,0.43
3,1,A39GADIK8RLMVC,control,congruent,control-deplete,0.1213,0.2962,0.3716
3,1,A39GADIK8RLMVC,control,incongruent,control-deplete,0.1009,0.2726,0.4518
3,2,A39GADIK8RLMVC,deplete,congruent,control-deplete,0.159,0.1394,0.3824
3,2,A39GADIK8RLMVC,deplete,incongruent,control-deplete,0.1364,0.0787,0.4442
3,1,A39ROW50DWRRKT,control,congruent,control-deplete,0.1392,0.3433,0.4544
3,1,A39ROW50DWRRKT,control,incongruent,control-deplete,0.1172,0.2205,0.5332
3,2,A39ROW50DWRRKT,deplete,congruent,control-deplete,0.102,0.3239,0.4119
3,2,A39ROW50DWRRKT,deplete,incongruent,control-deplete,0.108,0.2375,0.465
3,1,A3APMO8WXVH1V0,control,congruent,control-deplete,0.1439,0.3248,0.365
3,1,A3APMO8WXVH1V0,control,incongruent,control-deplete,0.0931,0.11,0.5347
3,2,A3APMO8WXVH1V0,deplete,congruent,control-deplete,0.15,0.3181,0.3487
3,2,A3APMO8WXVH1V0,deplete,incongruent,control-deplete,0.1308,0.2505,0.4461
3,2,A3CGF3CWKTCGGR,control,congruent,deplete-control,0.1259,0.3795,0.3383
3,2,A3CGF3CWKTCGGR,control,incongruent,deplete-control,0.1202,0.2678,0.3914
3,1,A3CGF3CWKTCGGR,deplete,congruent,deplete-control,0.1282,0.4271,0.3739
3,1,A3CGF3CWKTCGGR,deplete,incongruent,deplete-control,0.1136,0.2224,0.4267
3,1,A3CTXWISODY7D8,control,congruent,control-deplete,0.1149,0.4151,0.4019
3,1,A3CTXWISODY7D8,control,incongruent,control-deplete,0.1195,0.3353,0.4052
3,2,A3CTXWISODY7D8,deplete,congruent,control-deplete,0.1243,0.3818,0.3745
3,2,A3CTXWISODY7D8,deplete,incongruent,control-deplete,0.1056,0.27,0.4342
3,1,A3D9NTTKE35SRL,control,congruent,control-deplete,0.1842,0.293,0.3692
3,1,A3D9NTTKE35SRL,control,incongruent,control-deplete,0.1004,0.1675,0.683
3,2,A3D9NTTKE35SRL,deplete,congruent,control-deplete,0.1212,0.2757,0.4323
3,2,A3D9NTTKE35SRL,deplete,incongruent,control-deplete,0.0995,0.0907,0.612
3,1,A3FC0TDAK5QY1G,control,congruent,control-deplete,0.1168,0.3107,0.3688
3,1,A3FC0TDAK5QY1G,control,incongruent,control-deplete,0.1022,0.2149,0.3935
3,2,A3FC0TDAK5QY1G,deplete,congruent,control-deplete,0.0818,0.1394,0.3199
3,2,A3FC0TDAK5QY1G,deplete,incongruent,control-deplete,0.0836,0.1077,0.3232
3,2,A3FCMJXKBSCABF,control,congruent,deplete-control,0.096,0.3249,0.4605
3,2,A3FCMJXKBSCABF,control,incongruent,deplete-control,0.1013,0.3255,0.5205
3,1,A3FCMJXKBSCABF,deplete,congruent,deplete-control,0.1115,0.3284,0.4222
3,1,A3FCMJXKBSCABF,deplete,incongruent,deplete-control,0.1081,0.3099,0.4731
3,2,A3H32595TVJ34Q,control,congruent,deplete-control,0.1102,0.3683,0.3634
3,2,A3H32595TVJ34Q,control,incongruent,deplete-control,0.0991,0.2799,0.4245
3,1,A3H32595TVJ34Q,deplete,congruent,deplete-control,0.1011,0.3991,0.348
3,1,A3H32595TVJ34Q,deplete,incongruent,deplete-control,0.1012,0.3239,0.3889
3,1,A3IF13XHP5UPO2,control,congruent,control-deplete,0.0892,0.3747,0.4607
3,1,A3IF13XHP5UPO2,control,incongruent,control-deplete,0.0817,0.2251,0.5011
3,2,A3IF13XHP5UPO2,deplete,congruent,control-deplete,0.1027,0.3954,0.4781
3,2,A3IF13XHP5UPO2,deplete,incongruent,control-deplete,0.0951,0.2676,0.5487
3,1,A3IWND8SOMMJF5,control,congruent,control-deplete,0.1258,0.4348,0.5342
3,1,A3IWND8SOMMJF5,control,incongruent,control-deplete,0.0727,0.3248,0.737
3,2,A3IWND8SOMMJF5,deplete,congruent,control-deplete,0.1471,0.3694,0.4856
3,2,A3IWND8SOMMJF5,deplete,incongruent,control-deplete,0.0952,0.2285,0.6713
3,2,A3KIBR0RYVLOJF,control,congruent,deplete-control,0.1161,0.3506,0.368
3,2,A3KIBR0RYVLOJF,control,incongruent,deplete-control,0.1132,0.2927,0.3969
3,1,A3KIBR0RYVLOJF,deplete,congruent,deplete-control,0.1142,0.2933,0.3752
3,1,A3KIBR0RYVLOJF,deplete,incongruent,deplete-control,0.116,0.2194,0.4292
3,2,A3LV60O7E3XAN4,control,congruent,deplete-control,0.0936,0.3571,0.4046
3,2,A3LV60O7E3XAN4,control,incongruent,deplete-control,0.0836,0.2329,0.4379
3,1,A3LV60O7E3XAN4,deplete,congruent,deplete-control,0.1028,0.2296,0.4148
3,1,A3LV60O7E3XAN4,deplete,incongruent,deplete-control,0.1024,0.2504,0.4583
3,1,A3M0C5D28CCZCJ,control,congruent,control-deplete,0.1325,0.4121,0.3715
3,1,A3M0C5D28CCZCJ,control,incongruent,control-deplete,0.1066,0.3074,0.4688
3,2,A3M0C5D28CCZCJ,deplete,congruent,control-deplete,0.1493,0.3657,0.4114
3,2,A3M0C5D28CCZCJ,deplete,incongruent,control-deplete,0.1031,0.2234,0.579
3,2,A3MMPJ4J1EMU74,control,congruent,deplete-control,0.1639,0.332,0.3648
3,2,A3MMPJ4J1EMU74,control,incongruent,deplete-control,0.1198,0.1971,0.4795
3,1,A3MMPJ4J1EMU74,deplete,congruent,deplete-control,0.1286,0.315,0.3711
3,1,A3MMPJ4J1EMU74,deplete,incongruent,deplete-control,0.1528,0.2599,0.4652
3,1,A3MYOT7ZDON7HX,control,congruent,control-deplete,0.1733,0.2354,0.4434
3,1,A3MYOT7ZDON7HX,control,incongruent,control-deplete,0.1404,0.1867,0.5658
3,2,A3MYOT7ZDON7HX,deplete,congruent,control-deplete,0.0996,0.2014,0.3598
3,2,A3MYOT7ZDON7HX,deplete,incongruent,control-deplete,0.0984,0.1366,0.3911
3,1,A3MYPYBVHX7FQ2,control,congruent,control-deplete,0.1562,0.3043,0.4328
3,1,A3MYPYBVHX7FQ2,control,incongruent,control-deplete,0.1438,0.2798,0.5063
3,2,A3MYPYBVHX7FQ2,deplete,congruent,control-deplete,0.1256,0.3154,0.4794
3,2,A3MYPYBVHX7FQ2,deplete,incongruent,control-deplete,0.1289,0.3018,0.4562
3,1,A3O0QZQ4V2IXT7,control,congruent,control-deplete,0.1433,0.3815,0.3936
3,1,A3O0QZQ4V2IXT7,control,incongruent,control-deplete,0.1478,0.3175,0.5181
3,2,A3O0QZQ4V2IXT7,deplete,congruent,control-deplete,0.1426,0.3835,0.3743
3,2,A3O0QZQ4V2IXT7,deplete,incongruent,control-deplete,0.1275,0.3143,0.5035
3,2,A3OB6REG5CGHK1,control,congruent,deplete-control,0.0962,0.3492,0.4182
3,2,A3OB6REG5CGHK1,control,incongruent,deplete-control,0.1391,0.3424,0.4353
3,1,A3OB6REG5CGHK1,deplete,congruent,deplete-control,0.1009,0.3615,0.3939
3,1,A3OB6REG5CGHK1,deplete,incongruent,deplete-control,0.1065,0.2427,0.398
3,1,A3Q0XAGQ7TD7MP,control,congruent,control-deplete,0.1059,0.4505,0.3811
3,1,A3Q0XAGQ7TD7MP,control,incongruent,control-deplete,0.1217,0.3292,0.3765
3,2,A3Q0XAGQ7TD7MP,deplete,congruent,control-deplete,0.1008,0.4047,0.3705
3,2,A3Q0XAGQ7TD7MP,deplete,incongruent,control-deplete,0.1216,0.3309,0.381
3,1,A3RCX3IQ8L6HHW,control,congruent,control-deplete,0.1214,0.393,0.3756
3,1,A3RCX3IQ8L6HHW,control,incongruent,control-deplete,0.098,0.2143,0.3879
3,2,A3RCX3IQ8L6HHW,deplete,congruent,control-deplete,0.1161,0.4716,0.445
3,2,A3RCX3IQ8L6HHW,deplete,incongruent,control-deplete,0.0842,0.201,0.4678
3,1,A3TF0TA67EBKBE,control,congruent,control-deplete,0.1258,0.2656,0.3501
3,1,A3TF0TA67EBKBE,control,incongruent,control-deplete,0.1203,0.2066,0.4378
3,2,A3TF0TA67EBKBE,deplete,congruent,control-deplete,0.1333,0.2521,0.321
3,2,A3TF0TA67EBKBE,deplete,incongruent,control-deplete,0.1295,0.2217,0.4029
3,1,A3TUCOUVSP9ZGY,control,congruent,control-deplete,0.1803,0.1693,0.3504
3,1,A3TUCOUVSP9ZGY,control,incongruent,control-deplete,0.1864,0.1737,0.37
3,2,A3TUCOUVSP9ZGY,deplete,congruent,control-deplete,0.2018,0.1642,0.3453
3,2,A3TUCOUVSP9ZGY,deplete,incongruent,control-deplete,0.1785,0.1609,0.4613
3,2,A3W4MAKNDI1SXM,control,congruent,deplete-control,0.0966,0.3766,0.4074
3,2,A3W4MAKNDI1SXM,control,incongruent,deplete-control,0.1163,0.2657,0.4474
3,1,A3W4MAKNDI1SXM,deplete,congruent,deplete-control,0.1474,0.2273,0.3897
3,1,A3W4MAKNDI1SXM,deplete,incongruent,deplete-control,0.0918,0.0442,0.8704
3,1,A4HNS81WU3KY1,control,congruent,control-deplete,0.1523,0.3584,0.4348
3,1,A4HNS81WU3KY1,control,incongruent,control-deplete,0.1001,0.2259,0.6884
3,2,A4HNS81WU3KY1,deplete,congruent,control-deplete,0.1237,0.4426,0.4179
3,2,A4HNS81WU3KY1,deplete,incongruent,control-deplete,0.0985,0.2563,0.4862
3,2,A4UIXESOEZI05,control,congruent,deplete-control,0.1245,0.4385,0.3949
3,2,A4UIXESOEZI05,control,incongruent,deplete-control,0.0971,0.3315,0.4327
3,1,A4UIXESOEZI05,deplete,congruent,deplete-control,0.1443,0.2771,0.3973
3,1,A4UIXESOEZI05,deplete,incongruent,deplete-control,0.1389,0.2345,0.4448
3,2,A5KS7FL1E2RYE,control,congruent,deplete-control,0.1227,0.3866,0.4283
3,2,A5KS7FL1E2RYE,control,incongruent,deplete-control,0.1004,0.2495,0.4328
3,1,A5KS7FL1E2RYE,deplete,congruent,deplete-control,0.1223,0.3879,0.4253
3,1,A5KS7FL1E2RYE,deplete,incongruent,deplete-control,0.1111,0.3573,0.5029
3,2,A6EJ7EU0KMGPL,control,congruent,deplete-control,0.1647,0.3304,0.3748
3,2,A6EJ7EU0KMGPL,control,incongruent,deplete-control,0.1352,0.2964,0.4437
3,1,A6EJ7EU0KMGPL,deplete,congruent,deplete-control,0.136,0.2991,0.4163
3,1,A6EJ7EU0KMGPL,deplete,incongruent,deplete-control,0.1146,0.2907,0.4988
3,2,A8OE2E20OZYKI,control,congruent,deplete-control,0.095,0.3291,0.385
3,2,A8OE2E20OZYKI,control,incongruent,deplete-control,0.1051,0.3004,0.4348
3,1,A8OE2E20OZYKI,deplete,congruent,deplete-control,0.126,0.3785,0.3503
3,1,A8OE2E20OZYKI,deplete,incongruent,deplete-control,0.0943,0.1974,0.4413
3,2,A9HQ3E0F2AGVO,control,congruent,deplete-control,0.1167,0.297,0.3909
3,2,A9HQ3E0F2AGVO,control,incongruent,deplete-control,0.0985,0.177,0.461
